drivers;Driver_2_cluster_label_2.0;Driver_2_cluster_label_2.1;Driver_3_cluster_label_3.0;Driver_3_cluster_label_3.1;Driver_3_cluster_label_3.2;Driver_4_cluster_label_4.0;Driver_4_cluster_label_4.1;Driver_4_cluster_label_4.2;Driver_4_cluster_label_4.3
MNT;26.0;2.0;26.0;1.0;1.0;5.0;22.0;0.0;1.0
MSANTD3;16.0;1.0;16.0;1.0;0.0;3.0;13.0;0.0;1.0
MSC;22.0;2.0;20.0;4.0;0.0;4.0;16.0;2.0;2.0
MSX1;17.0;0.0;17.0;0.0;0.0;1.0;16.0;0.0;0.0
MTF1;17.0;0.0;16.0;0.0;1.0;3.0;14.0;0.0;0.0
MXD1;6.0;0.0;5.0;1.0;0.0;1.0;4.0;1.0;0.0
MXD3;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
MXD4;14.0;1.0;14.0;0.0;1.0;3.0;12.0;0.0;0.0
MXI1;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
MYB;8.0;3.0;8.0;2.0;1.0;3.0;6.0;0.0;2.0
MYBL1;7.0;0.0;7.0;0.0;0.0;1.0;6.0;0.0;0.0
MYBL2;47.0;1.0;47.0;0.0;1.0;9.0;39.0;0.0;0.0
MYC;34.0;3.0;31.0;4.0;2.0;10.0;23.0;2.0;2.0
MYCL;8.0;0.0;8.0;0.0;0.0;0.0;8.0;0.0;0.0
MYNN;14.0;1.0;13.0;2.0;0.0;2.0;11.0;1.0;1.0
MYPOP;6.0;0.0;6.0;0.0;0.0;1.0;5.0;0.0;0.0
MYRF;8.0;1.0;8.0;0.0;1.0;2.0;7.0;0.0;0.0
MYSM1;13.0;0.0;13.0;0.0;0.0;1.0;12.0;0.0;0.0
MZF1;12.0;0.0;10.0;1.0;1.0;2.0;9.0;1.0;0.0
NACC2;3.0;1.0;3.0;1.0;0.0;0.0;3.0;0.0;1.0
NCOA1;14.0;2.0;14.0;1.0;1.0;4.0;11.0;1.0;0.0
NCOA2;35.0;3.0;32.0;4.0;2.0;10.0;24.0;2.0;2.0
NCOA3;48.0;1.0;47.0;0.0;2.0;10.0;39.0;0.0;0.0
NFAT5;17.0;0.0;17.0;0.0;0.0;4.0;13.0;0.0;0.0
NFATC1;3.0;3.0;3.0;2.0;1.0;2.0;2.0;0.0;2.0
NFATC2;42.0;1.0;41.0;0.0;2.0;8.0;35.0;0.0;0.0
NFATC3;15.0;0.0;15.0;0.0;0.0;4.0;11.0;0.0;0.0
NFATC4;15.0;0.0;14.0;0.0;1.0;1.0;14.0;0.0;0.0
NFE2;12.0;1.0;12.0;0.0;1.0;2.0;11.0;0.0;0.0
NFE2L1;18.0;1.0;17.0;2.0;0.0;3.0;14.0;1.0;1.0
NFE2L2;13.0;1.0;13.0;1.0;0.0;2.0;11.0;1.0;0.0
NFE2L3;34.0;2.0;32.0;2.0;2.0;9.0;25.0;2.0;0.0
NFIA;19.0;0.0;19.0;0.0;0.0;2.0;17.0;0.0;0.0
NFIB;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
NFIC;6.0;0.0;6.0;0.0;0.0;0.0;6.0;0.0;0.0
NFIL3;7.0;0.0;7.0;0.0;0.0;1.0;6.0;0.0;0.0
NFIX;14.0;1.0;12.0;2.0;1.0;2.0;11.0;1.0;1.0
NFKB1;17.0;0.0;17.0;0.0;0.0;2.0;15.0;0.0;0.0
NFKB2;18.0;2.0;18.0;1.0;1.0;5.0;14.0;0.0;1.0
NFX1;13.0;2.0;13.0;1.0;1.0;2.0;12.0;0.0;1.0
NFYA;15.0;1.0;15.0;1.0;0.0;2.0;13.0;0.0;1.0
NFYB;6.0;0.0;6.0;0.0;0.0;1.0;5.0;0.0;0.0
NKRF;18.0;2.0;16.0;2.0;2.0;4.0;14.0;0.0;2.0
NME2;3.0;0.0;3.0;0.0;0.0;1.0;2.0;0.0;0.0
NPAS2;4.0;0.0;4.0;0.0;0.0;1.0;3.0;0.0;0.0
NR1H2;14.0;1.0;12.0;2.0;1.0;3.0;10.0;1.0;1.0
NR1H3;11.0;1.0;11.0;1.0;0.0;3.0;8.0;0.0;1.0
NR1I3;6.0;0.0;6.0;0.0;0.0;1.0;5.0;0.0;0.0
NR2C2;8.0;1.0;8.0;1.0;0.0;1.0;7.0;0.0;1.0
NR2F1;18.0;2.0;17.0;2.0;1.0;5.0;13.0;0.0;2.0
NR2F2;11.0;1.0;11.0;0.0;1.0;3.0;9.0;0.0;0.0
NR2F6;13.0;3.0;12.0;2.0;2.0;3.0;11.0;0.0;2.0
NR3C1;15.0;0.0;14.0;0.0;1.0;3.0;12.0;0.0;0.0
NR3C2;3.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0
NR4A1;13.0;1.0;13.0;0.0;1.0;3.0;11.0;0.0;0.0
NR4A2;5.0;0.0;5.0;0.0;0.0;1.0;4.0;0.0;0.0
NR4A3;14.0;0.0;14.0;0.0;0.0;3.0;11.0;0.0;0.0
NR5A2;7.0;1.0;6.0;1.0;1.0;1.0;6.0;0.0;1.0
NRF1;24.0;1.0;23.0;2.0;0.0;4.0;19.0;2.0;0.0
NRL;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
OSR1;3.0;2.0;3.0;1.0;1.0;2.0;2.0;1.0;0.0
OSR2;14.0;3.0;11.0;4.0;2.0;4.0;9.0;2.0;2.0
PA2G4;21.0;1.0;21.0;0.0;1.0;5.0;17.0;0.0;0.0
PATZ1;20.0;0.0;20.0;0.0;0.0;2.0;18.0;0.0;0.0
PBX1;16.0;2.0;15.0;1.0;2.0;3.0;14.0;0.0;1.0
PBX2;14.0;1.0;14.0;1.0;0.0;2.0;12.0;0.0;1.0
PBX3;2.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0
PBX4;2.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0
PCGF6;12.0;2.0;12.0;1.0;1.0;4.0;9.0;0.0;1.0
PHF1;3.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0
PHF20;44.0;0.0;44.0;0.0;0.0;7.0;37.0;0.0;0.0
PHF21A;11.0;0.0;11.0;0.0;0.0;2.0;9.0;0.0;0.0
PIN1;14.0;3.0;13.0;2.0;2.0;3.0;12.0;0.0;2.0
PLAGL2;48.0;0.0;47.0;1.0;0.0;8.0;39.0;1.0;0.0
PLSCR1;13.0;1.0;13.0;1.0;0.0;2.0;11.0;0.0;1.0
POGK;18.0;2.0;16.0;1.0;3.0;7.0;12.0;0.0;1.0
POU2AF1;12.0;1.0;12.0;1.0;0.0;2.0;10.0;0.0;1.0
POU2F1;2.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0;1.0
POU2F2;7.0;0.0;7.0;0.0;0.0;0.0;7.0;0.0;0.0
POU2F3;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
POU6F1;2.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0
PPARA;21.0;0.0;19.0;1.0;1.0;3.0;17.0;1.0;0.0
PPARG;13.0;0.0;13.0;0.0;0.0;1.0;12.0;0.0;0.0
PRDM1;3.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0
PRDM16;19.0;1.0;19.0;1.0;0.0;4.0;15.0;0.0;1.0
PRDM2;24.0;0.0;23.0;1.0;0.0;4.0;19.0;1.0;0.0
PRDM4;22.0;0.0;22.0;0.0;0.0;4.0;18.0;0.0;0.0
PRDM5;7.0;0.0;6.0;0.0;1.0;1.0;6.0;0.0;0.0
PRDM8;7.0;0.0;6.0;0.0;1.0;2.0;5.0;0.0;0.0
PREB;14.0;2.0;14.0;1.0;1.0;4.0;11.0;1.0;0.0
PRMT3;13.0;1.0;13.0;0.0;1.0;3.0;11.0;0.0;0.0
PROX1;10.0;2.0;8.0;2.0;2.0;3.0;7.0;0.0;2.0
PRR12;3.0;0.0;2.0;1.0;0.0;0.0;2.0;1.0;0.0
PRRX1;18.0;2.0;17.0;1.0;2.0;5.0;14.0;0.0;1.0
PURA;12.0;0.0;11.0;0.0;1.0;2.0;10.0;0.0;0.0
PURB;32.0;2.0;31.0;2.0;1.0;7.0;25.0;2.0;0.0
RARA;16.0;1.0;16.0;0.0;1.0;3.0;14.0;0.0;0.0
RARG;18.0;1.0;18.0;0.0;1.0;4.0;15.0;0.0;0.0
RBAK;34.0;2.0;32.0;2.0;2.0;9.0;25.0;2.0;0.0
RBCK1;40.0;0.0;39.0;0.0;1.0;3.0;37.0;0.0;0.0
REL;11.0;2.0;10.0;1.0;2.0;4.0;8.0;1.0;0.0
RELA;13.0;1.0;13.0;0.0;1.0;4.0;10.0;0.0;0.0
RELB;10.0;0.0;8.0;1.0;1.0;2.0;7.0;1.0;0.0
REPIN1;29.0;1.0;28.0;2.0;0.0;6.0;22.0;2.0;0.0
REST;19.0;1.0;17.0;1.0;2.0;3.0;16.0;1.0;0.0
REXO4;9.0;2.0;9.0;2.0;0.0;1.0;8.0;0.0;2.0
RFX1;10.0;1.0;10.0;1.0;0.0;1.0;9.0;0.0;1.0
RFX2;2.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0;1.0
RFX3;14.0;1.0;14.0;0.0;1.0;2.0;13.0;0.0;0.0
RFX5;11.0;2.0;10.0;1.0;2.0;3.0;9.0;0.0;1.0
RFX7;21.0;1.0;21.0;1.0;0.0;3.0;18.0;0.0;1.0
RLF;19.0;0.0;19.0;0.0;0.0;2.0;17.0;0.0;0.0
RREB1;7.0;0.0;7.0;0.0;0.0;0.0;7.0;0.0;0.0
RUNX1;21.0;1.0;20.0;2.0;0.0;4.0;16.0;1.0;1.0
RUNX2;11.0;1.0;11.0;1.0;0.0;2.0;9.0;0.0;1.0
RUNX3;25.0;0.0;25.0;0.0;0.0;5.0;20.0;0.0;0.0
RXRA;9.0;2.0;8.0;2.0;1.0;2.0;7.0;0.0;2.0
RXRB;11.0;1.0;11.0;1.0;0.0;2.0;9.0;0.0;1.0
SAFB;11.0;1.0;10.0;0.0;2.0;3.0;9.0;0.0;0.0
SAFB2;10.0;2.0;9.0;2.0;1.0;1.0;9.0;0.0;2.0
SATB1;9.0;0.0;9.0;0.0;0.0;1.0;8.0;0.0;0.0
SCML4;9.0;1.0;9.0;1.0;0.0;2.0;7.0;0.0;1.0
SETBP1;9.0;2.0;8.0;3.0;0.0;1.0;7.0;1.0;2.0
SETDB1;16.0;2.0;15.0;1.0;2.0;5.0;12.0;0.0;1.0
SETDB2;26.0;3.0;24.0;3.0;2.0;5.0;21.0;2.0;1.0
SGSM2;32.0;4.0;31.0;4.0;1.0;4.0;28.0;1.0;3.0
SIX4;24.0;0.0;24.0;0.0;0.0;3.0;21.0;0.0;0.0
SIX5;3.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0
SKI;25.0;0.0;24.0;1.0;0.0;5.0;19.0;1.0;0.0
SKIL;14.0;0.0;14.0;0.0;0.0;2.0;12.0;0.0;0.0
SLC2A4RG;42.0;0.0;41.0;0.0;1.0;6.0;36.0;0.0;0.0
SMAD1;3.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
SMAD4;36.0;4.0;36.0;4.0;0.0;6.0;30.0;0.0;4.0
SMAD5;16.0;1.0;15.0;1.0;1.0;4.0;12.0;0.0;1.0
SMAD9;12.0;0.0;11.0;1.0;0.0;0.0;11.0;1.0;0.0
SMYD3;14.0;2.0;13.0;1.0;2.0;4.0;11.0;0.0;1.0
SNAI1;29.0;1.0;28.0;0.0;2.0;5.0;25.0;0.0;0.0
SNAI2;9.0;0.0;8.0;1.0;0.0;0.0;8.0;1.0;0.0
SNAI3;8.0;0.0;8.0;0.0;0.0;1.0;7.0;0.0;0.0
SNAPC2;7.0;3.0;7.0;2.0;1.0;1.0;7.0;0.0;2.0
SNAPC4;14.0;2.0;13.0;3.0;0.0;1.0;12.0;1.0;2.0
SNAPC5;15.0;0.0;15.0;0.0;0.0;1.0;14.0;0.0;0.0
SON;4.0;1.0;4.0;1.0;0.0;0.0;4.0;0.0;1.0
SOX12;5.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
SOX15;13.0;1.0;13.0;1.0;0.0;1.0;12.0;0.0;1.0
SOX17;2.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0
SOX18;19.0;1.0;19.0;0.0;1.0;3.0;17.0;0.0;0.0
SOX7;5.0;2.0;3.0;3.0;1.0;1.0;3.0;2.0;1.0
SOX8;6.0;0.0;5.0;0.0;1.0;1.0;5.0;0.0;0.0
SOX9;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
SP1;19.0;1.0;18.0;0.0;2.0;5.0;15.0;0.0;0.0
SP100;12.0;2.0;11.0;1.0;2.0;3.0;10.0;1.0;0.0
SP110;9.0;1.0;9.0;1.0;0.0;0.0;9.0;1.0;0.0
SP140;17.0;2.0;16.0;2.0;1.0;3.0;14.0;2.0;0.0
SP140L;13.0;2.0;12.0;1.0;2.0;4.0;10.0;1.0;0.0
SP2;12.0;1.0;12.0;1.0;0.0;2.0;10.0;0.0;1.0
SP3;14.0;1.0;14.0;1.0;0.0;2.0;12.0;1.0;0.0
SP4;7.0;1.0;7.0;1.0;0.0;0.0;7.0;1.0;0.0
SP6;18.0;1.0;18.0;1.0;0.0;3.0;15.0;0.0;1.0
SPDEF;3.0;1.0;3.0;1.0;0.0;0.0;3.0;0.0;1.0
SPEN;16.0;0.0;15.0;0.0;1.0;2.0;14.0;0.0;0.0
SPI1;10.0;0.0;10.0;0.0;0.0;2.0;8.0;0.0;0.0
SPIB;9.0;0.0;7.0;1.0;1.0;1.0;7.0;1.0;0.0
SRCAP;18.0;2.0;18.0;1.0;1.0;5.0;14.0;0.0;1.0
SREBF2;14.0;1.0;14.0;1.0;0.0;2.0;12.0;0.0;1.0
SRF;12.0;1.0;12.0;1.0;0.0;1.0;11.0;0.0;1.0
STAT1;12.0;2.0;12.0;1.0;1.0;2.0;11.0;1.0;0.0
STAT2;13.0;1.0;13.0;0.0;1.0;3.0;11.0;0.0;0.0
STAT3;20.0;1.0;20.0;0.0;1.0;4.0;17.0;0.0;0.0
STAT4;10.0;1.0;10.0;1.0;0.0;2.0;8.0;1.0;0.0
STAT5A;16.0;2.0;15.0;2.0;1.0;4.0;12.0;1.0;1.0
STAT5B;21.0;2.0;21.0;1.0;1.0;4.0;18.0;0.0;1.0
STAT6;4.0;0.0;4.0;0.0;0.0;0.0;4.0;0.0;0.0
TAL1;6.0;0.0;6.0;0.0;0.0;1.0;5.0;0.0;0.0
TBPL1;9.0;1.0;9.0;1.0;0.0;2.0;7.0;0.0;1.0
TBX15;13.0;0.0;12.0;0.0;1.0;3.0;10.0;0.0;0.0
TBX2;3.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0
TBX21;22.0;2.0;22.0;1.0;1.0;5.0;18.0;0.0;1.0
TBX3;2.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0
TCF12;22.0;1.0;22.0;1.0;0.0;3.0;19.0;0.0;1.0
TCF20;23.0;0.0;23.0;0.0;0.0;2.0;21.0;0.0;0.0
TCF3;13.0;3.0;12.0;2.0;2.0;3.0;11.0;0.0;2.0
TCF4;42.0;5.0;41.0;4.0;2.0;8.0;35.0;0.0;4.0
TCF7;17.0;1.0;16.0;1.0;1.0;5.0;12.0;0.0;1.0
TCF7L1;2.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0
TEAD1;14.0;1.0;14.0;0.0;1.0;4.0;11.0;0.0;0.0
TEAD2;12.0;1.0;10.0;2.0;1.0;2.0;9.0;1.0;1.0
TEAD3;8.0;1.0;8.0;1.0;0.0;0.0;8.0;0.0;1.0
TEAD4;20.0;1.0;19.0;1.0;1.0;3.0;17.0;0.0;1.0
TERF1;33.0;3.0;30.0;4.0;2.0;9.0;23.0;2.0;2.0
TERF2;12.0;0.0;12.0;0.0;0.0;3.0;9.0;0.0;0.0
TET2;3.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0
TET3;13.0;2.0;13.0;1.0;1.0;3.0;11.0;1.0;0.0
TFAP2A;11.0;2.0;11.0;1.0;1.0;2.0;10.0;0.0;1.0
TFCP2;23.0;1.0;22.0;1.0;1.0;5.0;18.0;1.0;0.0
TFCP2L1;10.0;0.0;10.0;0.0;0.0;1.0;9.0;0.0;0.0
TFDP1;37.0;2.0;33.0;3.0;3.0;8.0;28.0;3.0;0.0
TFDP2;6.0;0.0;6.0;0.0;0.0;0.0;6.0;0.0;0.0
TFE3;16.0;2.0;14.0;2.0;2.0;5.0;11.0;0.0;2.0
TFEC;25.0;1.0;24.0;2.0;0.0;5.0;19.0;2.0;0.0
TGIF1;5.0;1.0;5.0;0.0;1.0;2.0;4.0;0.0;0.0
TGIF2;40.0;0.0;40.0;0.0;0.0;6.0;34.0;0.0;0.0
THAP1;20.0;3.0;17.0;5.0;1.0;4.0;14.0;2.0;3.0
THAP10;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
THAP3;20.0;0.0;20.0;0.0;0.0;3.0;17.0;0.0;0.0
THAP4;14.0;3.0;14.0;2.0;1.0;3.0;12.0;1.0;1.0
THAP5;29.0;1.0;27.0;2.0;1.0;6.0;22.0;2.0;0.0
THAP6;14.0;0.0;14.0;0.0;0.0;2.0;12.0;0.0;0.0
THAP7;22.0;0.0;22.0;0.0;0.0;3.0;19.0;0.0;0.0
THAP8;10.0;0.0;9.0;1.0;0.0;1.0;8.0;1.0;0.0
THRA;21.0;2.0;20.0;2.0;1.0;4.0;17.0;1.0;1.0
THRB;13.0;0.0;13.0;0.0;0.0;2.0;11.0;0.0;0.0
THYN1;14.0;1.0;14.0;1.0;0.0;3.0;11.0;0.0;1.0
TIGD1;5.0;1.0;5.0;0.0;1.0;2.0;4.0;0.0;0.0
TIGD2;14.0;0.0;14.0;0.0;0.0;1.0;13.0;0.0;0.0
TIGD4;16.0;1.0;16.0;1.0;0.0;1.0;15.0;0.0;1.0
TIGD5;30.0;2.0;28.0;4.0;0.0;6.0;22.0;2.0;2.0
TMF1;14.0;0.0;13.0;1.0;0.0;2.0;11.0;1.0;0.0
TOPORS;15.0;2.0;15.0;1.0;1.0;3.0;13.0;0.0;1.0
TP53;21.0;1.0;19.0;2.0;1.0;2.0;18.0;1.0;1.0
TP63;2.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0
TP73;25.0;0.0;25.0;0.0;0.0;5.0;20.0;0.0;0.0
TRAFD1;2.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0
TRERF1;4.0;1.0;3.0;1.0;1.0;1.0;3.0;0.0;1.0
TSC22D1;16.0;1.0;15.0;1.0;1.0;1.0;15.0;1.0;0.0
TSHZ1;4.0;2.0;4.0;1.0;1.0;2.0;3.0;0.0;1.0
TSHZ2;23.0;1.0;22.0;0.0;2.0;4.0;20.0;0.0;0.0
TSHZ3;20.0;2.0;16.0;2.0;4.0;5.0;15.0;1.0;1.0
TTF1;1.0;2.0;1.0;2.0;0.0;0.0;1.0;0.0;2.0
TWIST1;13.0;1.0;12.0;1.0;1.0;2.0;11.0;1.0;0.0
TWIST2;13.0;2.0;13.0;1.0;1.0;3.0;11.0;1.0;0.0
UBP1;13.0;0.0;12.0;0.0;1.0;3.0;10.0;0.0;0.0
USF1;10.0;2.0;9.0;1.0;2.0;4.0;7.0;0.0;1.0
USF2;5.0;0.0;4.0;1.0;0.0;1.0;3.0;1.0;0.0
VDR;12.0;0.0;12.0;0.0;0.0;2.0;10.0;0.0;0.0
VENTX;9.0;0.0;9.0;0.0;0.0;1.0;8.0;0.0;0.0
VEZF1;23.0;2.0;23.0;1.0;1.0;5.0;19.0;0.0;1.0
WIZ;17.0;3.0;16.0;2.0;2.0;3.0;15.0;0.0;2.0
XBP1;13.0;0.0;13.0;0.0;0.0;1.0;12.0;0.0;0.0
XPA;16.0;0.0;16.0;0.0;0.0;2.0;14.0;0.0;0.0
YBX1;11.0;0.0;11.0;0.0;0.0;1.0;10.0;0.0;0.0
YBX3;12.0;0.0;12.0;0.0;0.0;0.0;12.0;0.0;0.0
YY1;20.0;1.0;20.0;1.0;0.0;2.0;18.0;0.0;1.0
ZBED3;9.0;0.0;8.0;0.0;1.0;3.0;6.0;0.0;0.0
ZBED4;20.0;1.0;18.0;2.0;1.0;3.0;16.0;1.0;1.0
ZBED5;12.0;1.0;12.0;0.0;1.0;3.0;10.0;0.0;0.0
ZBED6;15.0;2.0;14.0;1.0;2.0;4.0;12.0;0.0;1.0
ZBTB1;16.0;0.0;16.0;0.0;0.0;0.0;16.0;0.0;0.0
ZBTB10;26.0;2.0;24.0;2.0;2.0;6.0;20.0;1.0;1.0
ZBTB11;16.0;1.0;15.0;2.0;0.0;2.0;13.0;1.0;1.0
ZBTB12;13.0;2.0;13.0;1.0;1.0;3.0;11.0;0.0;1.0
ZBTB14;32.0;4.0;32.0;3.0;1.0;5.0;28.0;0.0;3.0
ZBTB17;22.0;0.0;22.0;0.0;0.0;5.0;17.0;0.0;0.0
ZBTB21;12.0;1.0;12.0;1.0;0.0;1.0;11.0;0.0;1.0
ZBTB24;6.0;1.0;6.0;0.0;1.0;1.0;6.0;0.0;0.0
ZBTB26;10.0;2.0;10.0;2.0;0.0;1.0;9.0;0.0;2.0
ZBTB32;9.0;1.0;8.0;2.0;0.0;1.0;7.0;1.0;1.0
ZBTB33;19.0;3.0;17.0;2.0;3.0;6.0;14.0;0.0;2.0
ZBTB37;10.0;2.0;9.0;1.0;2.0;4.0;7.0;0.0;1.0
ZBTB38;14.0;1.0;14.0;1.0;0.0;2.0;12.0;0.0;1.0
ZBTB39;8.0;0.0;8.0;0.0;0.0;0.0;8.0;0.0;0.0
ZBTB4;35.0;3.0;34.0;2.0;2.0;6.0;30.0;0.0;2.0
ZBTB40;9.0;0.0;9.0;0.0;0.0;1.0;8.0;0.0;0.0
ZBTB41;18.0;2.0;17.0;1.0;2.0;5.0;14.0;0.0;1.0
ZBTB42;18.0;0.0;18.0;0.0;0.0;3.0;15.0;0.0;0.0
ZBTB44;13.0;1.0;12.0;0.0;2.0;4.0;10.0;0.0;0.0
ZBTB45;14.0;1.0;12.0;2.0;1.0;3.0;10.0;1.0;1.0
ZBTB46;42.0;1.0;41.0;0.0;2.0;9.0;34.0;0.0;0.0
ZBTB47;15.0;0.0;14.0;0.0;1.0;3.0;12.0;0.0;0.0
ZBTB48;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ZBTB5;10.0;2.0;10.0;1.0;1.0;3.0;8.0;0.0;1.0
ZBTB6;2.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0
ZBTB7A;6.0;1.0;5.0;1.0;1.0;2.0;4.0;0.0;1.0
ZBTB7C;24.0;5.0;24.0;4.0;1.0;5.0;20.0;0.0;4.0
ZBTB9;10.0;1.0;10.0;1.0;0.0;1.0;9.0;0.0;1.0
ZC3H8;6.0;2.0;6.0;1.0;1.0;2.0;5.0;1.0;0.0
ZEB1;22.0;1.0;20.0;1.0;2.0;6.0;16.0;1.0;0.0
ZEB2;11.0;1.0;11.0;1.0;0.0;1.0;10.0;1.0;0.0
ZFAT;28.0;4.0;26.0;4.0;2.0;7.0;21.0;1.0;3.0
ZFHX3;20.0;0.0;18.0;1.0;1.0;5.0;14.0;1.0;0.0
ZFHX4;11.0;3.0;10.0;3.0;1.0;4.0;7.0;1.0;2.0
ZFP1;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ZFP14;5.0;1.0;3.0;2.0;1.0;2.0;2.0;1.0;1.0
ZFP3;3.0;0.0;2.0;1.0;0.0;0.0;2.0;1.0;0.0
ZFP30;13.0;2.0;11.0;2.0;2.0;3.0;10.0;1.0;1.0
ZFP37;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0
ZFP41;34.0;3.0;31.0;4.0;2.0;10.0;23.0;2.0;2.0
ZFP64;46.0;1.0;45.0;0.0;2.0;10.0;37.0;0.0;0.0
ZFP82;4.0;1.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0
ZFP90;5.0;0.0;5.0;0.0;0.0;1.0;4.0;0.0;0.0
ZFP91;8.0;1.0;8.0;0.0;1.0;3.0;6.0;0.0;0.0
ZFPM2;30.0;3.0;27.0;4.0;2.0;9.0;20.0;2.0;2.0
ZFX;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ZGLP1;11.0;2.0;11.0;2.0;0.0;1.0;10.0;0.0;2.0
ZGPAT;49.0;1.0;46.0;1.0;3.0;11.0;38.0;1.0;0.0
ZHX1;33.0;3.0;30.0;4.0;2.0;9.0;23.0;2.0;2.0
ZHX3;39.0;0.0;39.0;0.0;0.0;7.0;32.0;0.0;0.0
ZKSCAN1;30.0;2.0;29.0;2.0;1.0;8.0;22.0;2.0;0.0
ZKSCAN2;2.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0
