	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110	V111	V112	V113	V114	V115	V116	V117	V118	V119	V120	V121	V122	V123	V124	V125	V126	V127	V128	V129	V130	V131	V132	V133	V134	V135	V136	V137	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149
Macrophages	0.700166666666667	0.0306466666666667	0.00383333333333336	0.04841	0.00104666666666664	0.0223866666666667	0.0313766666666667	0.06729	0.331023333333333	0.02977	0.0136733333333333	0.368256666666667	0.0454233333333334	0.0653533333333334	0.11842	0.122886666666667	0.0456166666666666	0.16208	0.22556	0.0756	0.357153333333333	0.0494366666666667	1	0.000299999999999967	0.0274433333333334	0.06016	0.00256666666666672	0.28061	0	0.158083333333333	0	0.0418466666666667	1	0.49436	0.0630500000000001	1	0.15186	0.428996666666667	0.0018866666666667	0.0279633333333333	0.357153333333333	0.00170000000000003	0.0353599999999999	0.000349999999999961	0.0448966666666667	0.101233333333333	0.83672	0.02861	1	0	0.06016	0.37388	0.101233333333333	1	0.07173	0.47853	0.0124466666666667	0.286196666666667	0	0.00602666666666662	0.0771633333333334	0.0172233333333334	0.0416933333333334	9.99999999995449e-06	0.390476666666667	0.00982666666666665	0.05984	0.144953333333333	0.00577000000000005	0.0630500000000001	0	0.0694066666666666	0.29767	0.0266133333333334	0.0129133333333333	0.33276	0.366343333333333	0.231846666666667	0.58261	0.237346666666667	0.00558999999999998	0.0984366666666666	0.0454233333333334	0.0234633333333333	0.0570833333333334	0.680013333333333	0.0430166666666667	0.0336	0.0330733333333333	0.0367733333333333	0.408503333333333	0.0233366666666667	0.02557	5.33333333333497e-05	0.98291	0.0121166666666667	1	0.00461333333333336	0.02977	0.0740666666666666	0.0133933333333334	0.17384	0.0663766666666666	0.0494366666666667	0.608463333333333	0.105146666666667	0.02726	0.0316233333333333	0.0384933333333334	0	0.0325866666666667	0.00411666666666666	1	0.0794766666666666	0.121533333333333	0.01387	0.0238866666666666	0.04133	0	0.0313766666666667	0.01971	0.0175333333333333	0.0396866666666666	0.0447466666666667	0.0578233333333333	0.0176233333333333	0.02889	1	2.000000000002e-05	0.00924666666666663	0.246846666666667	0.420486666666667	0.85355	0.12497	0.0530833333333334	0.33794	0.136966666666667	1	1	0.02063	0.00274333333333332	0.435313333333333	0.191736666666667	0.895816666666667	0.23293	0.000376666666666692	0.921186666666667	0.366343333333333	0.00383333333333336
Macrophages M1	0.85497	1	1	0.476073333333333	0.00375333333333339	0.839906666666667	0.0204166666666666	1	0.146003333333333	0.45452	0.0796966666666666	1	0.22084	1	1	0.311896666666667	1	1	0.54365	0.0247533333333333	1	0.000136666666666674	0.61576	0.00443333333333329	0.746666666666667	0.796033333333333	1	1	0	1	0	0.444006666666667	0.925086666666667	1	0.725903333333333	1	0.847403333333333	1	0.0766566666666667	0.185443333333333	0.197866666666667	0.342653333333333	1	0.11172	0.641083333333333	1	0.29139	0.38943	1	0.188473333333333	1	1	0.0315666666666666	1	0.311896666666667	1	0.967626666666667	0.941676666666667	0.07814	0.000136666666666674	1	0.503966666666667	0.252543333333333	0.04821	1	0.0465366666666667	0.0524833333333333	1	0.02688	0.409353333333333	0.0367266666666667	0.138563333333333	0.365716666666667	0.14093	0.256166666666667	0.679376666666667	0.0752233333333333	1	1	0.0506966666666666	0	0.699176666666667	0.59741	0.252543333333333	1	0.933436666666667	0.02446	0.591026666666667	1	0.83245	1	0.06445	0.42887	0.503966666666667	1	0.01481	0.43384	0.51528	1	0.893623333333333	0.10171	1	0.188473333333333	0.133743333333333	0.12684	0.39442	1	0.21428	0.672836666666667	0.00843000000000005	0.0125666666666666	0.0295766666666667	0.796033333333333	1	1	1	1	0.01951	0.0524833333333333	1	0.275293333333333	0.444006666666667	1	1	1	1	1	1	0.423946666666667	1	1	1	0.634856666666667	0.03576	0.0250333333333334	1	0.23447	1	1	0.00636000000000003	1	1	0.409353333333333	1	0.1565	0.00803333333333334	1	1	0.03884
Macrophages M2	0.0158733333333333	0	0	0.239826666666667	0	0	0.0563033333333334	0.00263000000000002	0.410993333333333	0	0	4.99999999999945e-05	4.99999999999945e-05	0	0	0.000909999999999966	0	0.00105333333333335	0.00651999999999997	0	0	0.00136999999999998	0.899543333333333	0	8.33333333333242e-05	0.00216333333333329	0	0.000390000000000001	0	0	0	0	0.55272	0	0	0.07678	0.00763333333333338	0.0694666666666667	0	0	0.00549999999999995	0	0	0	0	0	1	0	0.105353333333333	0	0	0.000473333333333326	0.00417999999999996	0.04156	0	0	0	0.00197666666666663	0	0.0136066666666667	0	0	0	0	0	0	0.29012	0	0	0.052	0	0.00742333333333334	0.01563	0.000129999999999963	0	0.0109933333333333	0.283933333333333	0.0139899999999999	0.155406666666667	0.02948	0	0	0	0	0	0.326936666666667	0	0	0	0	0.451726666666667	0	0	0	0.02138	0.00123666666666666	1	0	0	0	0	0.0261866666666667	0	0	0.311123333333333	0.0218666666666667	0	0.00115333333333334	0.00863666666666663	0	0.133146666666667	0	1	0	0.00673333333333337	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.00207333333333337	0.303473333333333	0	0.0109933333333333	0.273926666666667	0.06532	0.39878	0.0846833333333333	0	0	0.02882	0.0163266666666667	0.09644	0.0690366666666666	0	0.0419233333333333	0.03734	0.0343666666666667
Mast cells	0	0	0.0887233333333334	0.000186666666666668	0.0943233333333333	0.00475000000000003	5.33333333333497e-05	0	0.0358133333333334	0	0.00266666666666671	0	0	0	0	0	0.324286666666667	2.99999999999745e-05	0	0.0100866666666667	0.0193766666666667	0	5.33333333333497e-05	0	0	0	2.66666666666193e-05	0	0	0	0.0243100000000001	0.0343633333333333	0.0175533333333333	0	0	0	0.000870000000000037	0	6.66666666671034e-06	0	0.04579	0	0	1	0	0.00192333333333339	0.000539999999999985	0.0474633333333333	0.00599666666666665	0.00184333333333331	0	0.0483033333333334	0.620353333333333	0	0	0	0	0	0.00387999999999999	0.01537	0	0	0.000233333333333308	0.0211366666666667	0	0.0602833333333334	0.118643333333333	0.00497000000000003	0	0.0142533333333333	0.242803333333333	0.229146666666667	0.00258333333333338	0	0	0.000580000000000025	0.0259133333333333	0	0	0	0.00983999999999996	0	0	6.66666666671034e-06	0	0	1	1	0	0	0.00497000000000003	0.00824000000000003	0	0.000403333333333311	0	0.0259133333333333	0.09236	0	0.03953	0.0402400000000001	0	0	1	0.03647	0	0	0	0.0193766666666667	0	0.00202999999999998	0	0.0216033333333333	0.0449766666666667	0.000693333333333324	0	0	0.00164666666666669	0	0.129196666666667	0	0.0034966666666667	0.01578	0.00732999999999995	0.19159	0	0	0	0.0801500000000001	0	0	0	0	0	1	0	0.00824000000000003	0.0232166666666667	0	0	0	0	0.000619999999999954	0	0	0	0	0.34719	0	0.0818133333333333
Megakaryocytes	0.01289	0.0431533333333334	0.00613666666666668	0.0197166666666667	0.798963333333333	0.00785333333333338	0.04947	0.0161133333333333	0	0.0621066666666666	0	0.00139666666666671	0.0263766666666667	0.00102666666666662	0	0	0.0218466666666667	0.07662	0.132416666666667	0.03522	0.0423033333333334	0.0200233333333333	0.00590999999999997	0.0305266666666667	1	0.0336533333333333	0.000293333333333368	0	0.34789	0.00277000000000005	0.0104033333333333	0	0	0.00186666666666668	1	0.105393333333333	0	0.496916666666667	0	0	0.15504	0.00448666666666664	0.000340000000000007	0.232793333333333	0	0.122316666666667	0	0.0131433333333333	0.0779633333333334	0.0277733333333333	0.100973333333333	0	0.000140000000000029	0.0101133333333333	0	0.660586666666667	0.00259333333333334	0.0164966666666667	0	0.000519999999999965	0	0	0	0.0105133333333334	0.02107	0.219596666666667	0	0.0808333333333333	0.100413333333333	0	0.00523666666666667	0.000199999999999978	0.000519999999999965	0.00426000000000004	0	0.03522	0.356523333333333	0.03004	0.00285333333333337	0.00439000000000001	0.740036666666667	0	0	0	0.0223666666666666	0.202896666666667	0.00346333333333337	0.0556533333333333	0.00539000000000001	0	0.15212	0	0.0374100000000001	0.563593333333333	0.000136666666666674	0.0220166666666667	0.0206033333333333	0.00100333333333336	0.466466666666667	0.0311733333333334	0.00418666666666667	0.105393333333333	0	0	0.0570233333333333	1	0.00542666666666669	0	0.00785333333333338	0	0.09478	0.0491666666666667	0.00492000000000004	0	0.0176833333333334	2.66666666666193e-05	0	0.000303333333333322	0.15212	0.35498	0.00418666666666667	0.222713333333333	2.33333333333752e-05	0.0712733333333333	0	0.0101933333333334	0.03304	0	0.10379	0.0332166666666667	0.000990000000000046	0.0213866666666667	0	0.0535333333333333	0	0.00395000000000001	0.567253333333333	0.000763333333333338	0	0	0.0013266666666667	0	0.0531466666666667	0.00523666666666667	0.00727666666666671	0.135156666666667	0	0	0.108396666666667
Melanocytes	0.41543	0.678493333333333	0	0	0.12832	0.06632	0.499226666666667	0	0.07535	0.02493	1	0.632233333333333	0	0	0	0	0.00262666666666667	0.181526666666667	0	0	0	0.76357	0	0	0.12832	3.33333333333297e-05	0.0151166666666667	0.01822	0	0	0	0	0.59636	0	0	0.95296	0.154983333333333	1	0	0.758836666666667	0.00676333333333334	0.979056666666667	0	0	0.05718	0	0.162546666666667	0.102393333333333	0	0.00713333333333332	0	0.0109633333333333	0	0.00407999999999997	0.484326666666667	0.535063333333333	0	0	0.08202	0.979056666666667	0.216403333333333	0.514836666666667	0.0294466666666666	0.0139866666666667	0	1	0.322603333333333	0	0.000573333333333315	0.0837599999999999	0	0	0.70378	0.18452	0.45453	0.0649766666666667	0.11067	0.0327433333333333	0.0139866666666667	0.0379933333333333	0	0	0.234516666666667	0.209596666666667	0.0388833333333334	0.0379933333333333	0.0286766666666667	1	0	0.212963333333333	0.116943333333333	0	0	0.0636466666666666	0.0397566666666667	0.43508	0.00207333333333337	0.0139866666666667	0	0.000343333333333362	0.0352666666666667	0	0	0.112746666666667	0	1	0	0.08901	0.01245	0.917296666666667	0.0214033333333333	0.28902	0.280723333333333	0	0	0.116943333333333	0.00190666666666661	0.855533333333333	0	0.992756666666667	0	0	0.18452	0.881116666666667	0.322603333333333	0	0	0.00305	0.893636666666667	0.545303333333333	0	4.000000000004e-05	0.792116666666667	0.01822	0.130643333333333	0.0015466666666667	0.00280666666666662	0.01245	0	0.0525433333333334	0.0352666666666667	0.28496	0.637423333333333	0.391553333333333	0.00676333333333334	0	0.0271766666666666	0	1
Memory B-cells	0.0899933333333334	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0.19969	1	0	0.16642	0.00832333333333335	1	1	0.83979	1	6.66666666671034e-06	1	1	3.66666666666848e-05	1	1	1	1	1	1	1	1	1	1	1	0.000113333333333299	1	1	1	0.373826666666667	1	1	1	1	1	1	1	1	1	1	1	0	1	0.159613333333333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0.08594	1	1	1	1	1	0.29104	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0.60748	1	1	1	1	1	9.99999999995449e-06	6.66666666666593e-05	1	1	1	1	1	1	2.33333333333752e-05	1	1	1	0.747043333333333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000806666666666622	1	1	1	1	1	0.130183333333333	1	1	1
Mesangial cells	0	1	0	0	0	0	0	0.000433333333333286	0	0	0	0.0466566666666667	0	1	0	0	0	0	0	0	0	0	0	0	0	0.47823	0	0	0	0	0	0	0	0	0	0.40446	0	0	0	0	0	0.0364433333333334	0	0	0	0	0	0	0	5.66666666667048e-05	0.000330000000000052	0	0	0	0	0	0.24396	0	0	0	0.205503333333333	0	0	0	0.0519066666666667	0	0	0	0.000433333333333286	0	0	0	0	9.99999999995449e-06	2.66666666666193e-05	0	0	0.0407966666666667	0	0	0	0	0	0	4.33333333332842e-05	0	0	0	0.0307933333333333	0	0.000823333333333287	0	1	0	0.00303333333333333	0	0	0	0	0	0	0	0.737333333333333	0	1	0.117463333333333	0	0	0	0	0	0	0	0.564556666666667	0	1	0	0	0	1	0	0.000170000000000003	0	0	0.26373	0	0	0	0.12501	1	0	0.0129933333333333	0	0	0	0	0	0	0	0	1	0	0.141456666666667	0	0	1	0	0	0
Monocytes	1	1	0.261906666666667	1	1	1	0.31196	1	1	1	1	1	1	1	0.755016666666667	0.33549	1	1	1	1	1	0.282923333333333	1	1	1	1	1	1	0.212446666666667	1	1	1	1	1	1	1	1	0.237536666666667	0.0629133333333334	0.254	1	1	1	0.66581	0.16697	1	1	0.322006666666667	1	0.30161	1	1	1	1	1	1	1	1	1	0.48397	1	1	0.215503333333333	0.13733	1	1	1	1	0.199893333333333	1	0.201513333333333	1	1	1	1	1	1	1	0.47146	0.553126666666667	1	1	0.100616666666667	0.26914	1	0.646256666666667	0.16274	1	1	1	1	0.192926666666667	1	0	1	0.519436666666667	1	0.143446666666667	1	1	1	1	1	1	1	1	0.93661	1	0.530803333333333	0.104883333333333	0.583973333333333	0.250423333333333	1	1	1	1	1	0.36366	1	1	1	1	1	1	1	1	1	1	0.615556666666667	1	0.47646	1	1	1	0.217443333333333	1	1	1	1	0.135183333333333	1	1	1	1	0.24066	0.196126666666667	1	1	0.14769
Myocytes	0.206786666666667	0.391313333333333	0.34655	0.0730433333333333	1	1	1	0.515513333333333	0.227686666666667	1	0.206786666666667	0	1	0.407736666666667	0.000983333333333336	0.11692	1	0	1	1	1	1	1	0	1	0.272316666666667	1	0.08129	1	0.000983333333333336	1	1	0.04473	0	0.515513333333333	0.391313333333333	0.458183333333333	0	1	1	1	0.71044	0.266576666666667	1	1	1	0.15972	1	1	1	1	0.00534999999999997	1	1	0.12733	1	1	1	1	1	1	0	1	0	0.913326666666667	1	0.223353333333333	0.0976566666666666	1	0	1	1	1	0.0870066666666667	0	1	1	1	0.0089433333333333	0.149003333333333	1	0.467133333333333	0.21105	1	1	0.000326666666666697	1	1	1	0.20278	0.162343333333333	1	0.27774	1	0.0173433333333334	1	1	0	1	0	0.899603333333333	1	1	1	1	0.467133333333333	0	1	0.121016666666667	1	1	1	1	0.168203333333333	0.10257	0.129583333333333	1	1	1	0.1991	1	1	1	1	0	0.27774	0.0188199999999999	0	0	1	0.07728	0.00947666666666669	0	1	1	0	1	1	0.01669	1	1	0.107693333333333	1	0.11692	0	0.816396666666667	0.251243333333333	0.21498	1
NK cells	0.12443	0.464563333333333	1	1	1	1	1	0.630196666666667	1	1	1	1	1	0.35486	0.64144	0.597063333333333	1	0.489286666666667	1	1	1	0.33801	1	0.380173333333333	0.00724333333333338	1	1	0.84138	0.9393	0.59044	1	1	1	1	0.50029	1	1	0.40242	0.942333333333333	1	1	0.8752	1	1	1	1	1	1	1	0.783493333333333	0.955546666666667	1	1	1	0.611373333333333	0.792313333333333	0.693556666666667	0.41726	1	0.122226666666667	1	0.44383	1	1	1	1	1	1	1	1	1	1	1	0.49151	1	1	1	1	0.44577	1	1	1	0.49914	1	0.873013333333333	0.698256666666667	1	1	1	1	1	1	1	1	1	0.91937	1	0.35913	1	1	1	1	1	1	1	0.11191	0.34707	1	0.603486666666667	1	1	1	1	1	0.419153333333333	0.864203333333333	1	1	1	0.617966666666667	1	1	1	1	0.5302	0.723243333333333	1	1	0.764453333333333	1	1	0.593013333333333	1	1	1	1	1	1	1	1	0.343056666666667	1	1	1	1	0.215626666666667	1	0.4817	1
NKT	0.400276666666667	0.785483333333333	0.0260733333333333	0.0876866666666667	0.08718	0.0442733333333334	0.195446666666667	0.0697566666666667	0.0132933333333334	0.0633133333333333	0.0970299999999999	0.156756666666667	0.143603333333333	0.69182	0.309456666666667	0.629466666666667	0.0120166666666667	0.502773333333333	0.151263333333333	0.179416666666667	0.11421	0.23097	0	0.113646666666667	0.272486666666667	0.169266666666667	0.0545166666666667	0.399606666666667	0.0675233333333334	0.697016666666667	0.0354866666666667	0.00112333333333337	0.0697566666666667	0.0757166666666667	0.54346	0.00633666666666666	0.19514	0.83463	0.173163333333333	0.01919	0.147776666666667	0.134143333333333	0.27658	0	0.648393333333333	0.140716666666667	0.0365133333333333	0	0.02794	0.357626666666667	0.116326666666667	0.00250666666666666	0	0.313666666666667	0.29141	0.371886666666667	0.354516666666667	0.751236666666667	0.00813666666666668	0.0912166666666666	0.680663333333333	1	0.0114766666666667	0.000179999999999958	0.150833333333333	0.0184266666666667	0	0.00644	0.19969	0.00570333333333328	0.00735333333333332	0.02813	0.04882	0.295256666666667	0.173163333333333	0.112896666666667	0	0.140146666666667	0.913426666666667	0.0623466666666667	0.0687033333333333	0.140496666666667	0.66657	0.0241233333333334	0.10666	0.741066666666667	0	0	0.06728	0.00801666666666667	0.270803333333333	0.0358766666666667	0.0441466666666667	0.0441466666666667	0.110686666666667	0.09561	0.01242	0.856346666666667	0.0587533333333333	0.01154	0.0375133333333333	0.02905	0.000753333333333384	0.00131666666666663	0.05245	0.0996933333333333	0.752836666666667	0.0285466666666667	1	0.0675233333333334	0.0624766666666666	0	0.0252766666666666	0.485883333333333	0.535436666666667	0.6133	0.01439	0.08248	0	0.638713333333333	0.0214733333333333	0.000916666666666677	0.00270999999999999	0.0658933333333334	0.907683333333333	0.63455	0.0577766666666667	0.0252	0.346013333333333	0.0957466666666666	0.0643366666666667	0.647536666666667	0.18462	0	0.105406666666667	0.0803733333333333	0.0329533333333333	0.0717	0.200983333333333	0.197466666666667	1	0.11467	0.0434866666666667	0.0974366666666666	0.538633333333333	0.69182	0.00730333333333333	0.226256666666667	0.180163333333333
Neurons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.166226666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00241666666666662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027233333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neutrophils	0.6775	0.766243333333333	0.69697	0.327073333333333	0.919756666666667	1	1	1	1	1	0.796713333333333	0.107123333333333	0.02869	1	0.0255133333333334	0.162366666666667	1	0.459496666666667	0.13018	0.0260533333333334	1	0.298373333333333	1	0.546583333333333	0.0027166666666667	0.944446666666667	0.267843333333333	0.666683333333333	0.28297	0.0093333333333333	1	1	0.525473333333333	0.28469	0.194526666666667	0.828343333333333	0.796713333333333	0.347663333333333	1	0.77241	0.08699	0.38645	0.708076666666667	1	0.131293333333333	1	0.796713333333333	1	1	1	1	1	1	1	0.000369999999999981	1	0.536956666666667	0.151186666666667	0.742886666666667	1	0.0328266666666667	0.305513333333333	0.172613333333333	1	0.472833333333333	1	1	0.06921	0.341886666666667	1	0.598713333333333	0.716396666666667	0.818726666666667	0.40877	0.19306	0.129073333333333	1	1	0.03978	0.0488133333333334	1	0.21622	0.303796666666667	0.54176	1	0.191586666666667	1	1	1	0.854976666666667	0.488506666666667	1	1	0.0706433333333333	1	1	0.72792	0.561136666666667	1	0.622113333333333	1	1	0.444446666666667	1	0.919756666666667	0.340053333333333	0.314296666666667	0.523143333333333	0.0421366666666667	1	1	1	1	0.0713333333333334	0.0163133333333333	0.21165	1	0.523143333333333	0.831646666666667	0.03115	1	1	0.95354	0.382506666666667	0.0488133333333334	0.523143333333333	0.661333333333333	0.834953333333333	1	0.06586	0.305513333333333	0.868516666666667	0.47932	1	0.246796666666667	0.66404	0.730786666666667	1	0.4006	0.0518166666666666	0	1	0.716396666666667	0.55388	0	0.716396666666667	1	0.277783333333333	1
Osteoblast	0	0	0	0.648583333333333	0.0466066666666667	0	0	0	1	0	0.0538533333333333	0	0.37304	0	1	0	0	0.00970333333333329	0	1	0	1	1	0.346736666666667	0	0	0	0.0035466666666667	0.130726666666667	0.414866666666667	1	1	0.21111	0.115843333333333	0.0500833333333334	0	0	0.01165	0	0	0	0	0	0	0	0	0	0.0397333333333333	0	0	0	0.48285	0	0.169583333333333	0.0100533333333334	0	0	0	0	0	0	0.104166666666667	0.549973333333333	0	0	0.01165	0	1	0	1	0	0.00753666666666664	1	0	0.262356666666667	0.189583333333333	0	0	1	0.00253000000000003	0.0138333333333334	0	0	1	0	1	0	0.442866666666667	0	0	0	0	0	0	0	1	0	1	0	0.0910433333333334	0.0432533333333334	0	0	1	0	0	1	0	1	1	0.00821000000000005	0.00736999999999999	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1.66666666666648e-05	0	0	0	0	0	0	0	0.0258566666666666	0	0.399946666666667	0	0.55217	0.79999	0	0.184266666666667	0	0.0393	0.352763333333333	0	1	0.86441	0
Pericytes	0.0166533333333333	0	0	0	0	0	0	0	0	0	0	0	0.00753000000000004	0.00600000000000001	0	0	0	0	0	0	0	1	0	0	0.11166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0963566666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.14207	0	0	0	0	0	0	0	0	0	0	0	0	0.0107	0	0.05008	0	0	0	0	0.0520699999999999	0	0	0
Plasma cells	0.26257	0	0	0.95693	1	0	0	0.180146666666667	0.0999566666666667	0	0.0588833333333333	0	0	0	0.276453333333333	0.400386666666667	0	0	0	0.05698	0	1	0.00725666666666669	0	0	0	0	1	1	0.0878033333333333	0.235383333333333	1	1	0.000219999999999998	1	0	3.66666666666848e-05	1	0	0.468623333333333	1	0	0.00385000000000002	0	0.00413333333333332	0	0.04718	0	0	0	0.00676333333333334	1	0	0.25619	0	0.10366	0	1	0.00122666666666671	0.10366	0	0	0	0.000243333333333373	0	0.0334766666666667	1	1	0	1	0	0.00436333333333339	1	0	0.0200933333333333	0	0.00523333333333331	0.14638	1	0.0172600000000001	0.191763333333333	0	0	0.13654	0	1	0.0037733333333333	1	0	2.66666666666193e-05	0	0	0	0	1	1	0.10248	0.00845333333333331	0.522563333333333	7.9999999999969e-05	1	0.113533333333333	0	1	0	0	0	0	0.00810999999999995	0.114816666666667	1	0.17856	1	0	0.01531	0	0	0	0.0903833333333334	0	0	0	0.563736666666667	0	0	0.34306	0.34601	0	0	0	0	0.01198	2.66666666666193e-05	0	0.176886666666667	1	1	0	1	0.18503	0	0.00126666666666664	0	0	0	0	1	1	0.0321433333333333
