Unnamed: 0	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	mean
Eosinophils	0.0240166666666667	0.0695733333333334	0.159166666666667	0.0	0.125246666666667	0.01356	0.488356666666667	0.04544	0.0036833333333333	0.0003733333333333	0.0	0.11171	0.20084	0.0802466666666667	0.0	0.0	0.17966	0.0009833333333333	0.06442	0.0306866666666666	0.129453333333333	0.0273600000000001	0.179036666666667	0.0635	0.0	0.0158166666666667	0.0	0.16591	0.36801	0.0194033333333333	0.0029133333333333	0.0	0.681206666666667	0.2178	0.172733333333333	0.177973333333333	0.0134300000000001	0.0224166666666666	0.0335466666666666	0.255416666666667	0.0035633333333333	0.158083333333333	0.08548	0.0045933333333333	0.0423433333333333	0.167363333333333	0.0	0.0	0.0	0.168196666666667	0.0	0.0732	0.0252133333333333	1.0	0.294396666666667	0.04518	0.213036666666667	0.0	0.0463866666666667	0.0	0.160623333333333	0.0	0.173606666666667	0.0225133333333334	0.0	0.0422066666666666	0.0420933333333333	0.0400033333333333	0.01691	0.0400833333333334	1.0	0.02963	0.02096	0.455763333333333	1.0	0.0	0.08827	0.132443333333333	0.0191633333333333	0.0397066666666667	0.0523933333333333	0.0	0.0327466666666667	0.258136666666667	0.151253333333333	0.0	0.0304933333333334	0.1346	0.0616233333333334	0.0896733333333334	0.0	0.0730233333333333	0.0371066666666666	0.0022333333333333	0.0535733333333334	0.11338694736842106
Epithelial cells	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0262533333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003233333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.588903333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038059438596491225
Erythrocytes	1.0	1.0	1.0	0.199656666666667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0321033333333334	0.109033333333333	1.0	1.0	0.02444	1.0	1.0	0.190586666666667	1.0	1.0	1.0	1.0	0.137686666666667	1.0	0.135623333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.112163333333333	1.0	1.0	1.0	1.0	1.0	1.0	0.177146666666667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0168033333333333	1.0	0.0175133333333334	1.0	0.03977	1.0	1.0	1.0	0.0377466666666667	0.0619866666666666	0.005	1.0	1.0	0.0467533333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8457264561403508
Fibroblasts	0.01928	0.02341	0.0115833333333333	1.0	0.353453333333333	0.697206666666667	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.335816666666667	0.08303	1.0	1.0	1.0	1.0	0.0	0.0	0.0040366666666666	0.0	0.677643333333333	0.0	0.0	1.0	0.0	1.0	1.0	0.124516666666667	0.13241	0.0159266666666666	0.0	0.0	0.0	0.0980066666666667	0.0	0.0	0.0	1.0	0.0	0.00136	0.460776666666667	1.0	1.0	1.0	1.0	0.528783333333333	0.0044533333333333	0.0145633333333334	1.0	0.18221	0.0	1.0	0.0	1.0	0.0	0.436273333333333	0.123913333333333	0.0	0.0	0.16313	0.0278833333333334	0.0012533333333333	0.237996666666667	0.383163333333333	0.0	1.0	0.253323333333333	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0597566666666667	0.0390533333333334	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.36309698245614036
GMP	0.7371	1.0	0.28789	1.0	1.0	0.733983333333333	0.905323333333333	1.0	0.204966666666667	1.0	0.84956	0.56981	1.0	0.721916666666667	1.0	1.0	0.865373333333333	0.67714	1.0	1.0	1.0	1.0	1.0	0.719996666666667	1.0	1.0	0.679056666666667	0.812873333333333	1.0	0.319843333333333	0.9721	0.77647	0.782286666666667	1.0	0.498376666666667	0.403256666666667	1.0	0.829696666666667	0.650283333333333	1.0	1.0	0.846896666666667	0.26811	0.794016666666667	1.0	1.0	0.57721	0.846896666666667	1.0	0.807633333333333	0.723016666666667	0.846896666666667	1.0	1.0	0.491636666666667	1.0	0.78933	1.0	1.0	0.385176666666667	0.524043333333333	1.0	1.0	1.0	0.668506666666667	0.984093333333333	0.882863333333333	1.0	1.0	1.0	0.50899	1.0	1.0	0.73939	0.750506666666667	1.0	0.67053	1.0	0.89624	1.0	0.40405	1.0	0.595403333333333	1.0	0.782286666666667	0.905323333333333	1.0	0.771843333333333	0.359913333333333	0.579013333333333	0.0274133333333333	1.0	1.0	0.56417	1.0	0.8209337192982457
HSC	0.10517	0.209113333333333	0.0	0.224143333333333	0.226066666666667	0.282926666666667	0.108583333333333	0.0	0.0	0.09748	0.219226666666667	0.221976666666667	1.0	0.797116666666667	0.246396666666667	0.0	0.10701	0.23092	1.0	0.203596666666667	0.56087	0.72408	0.75122	0.0572466666666667	0.168836666666667	0.0045833333333333	0.0948733333333334	0.24203	0.0	0.0	0.270283333333333	0.0135566666666667	0.21262	0.829073333333333	0.23092	0.0	0.0	0.0045833333333333	0.0	0.22999	0.11067	0.0047333333333333	0.05067	0.0141233333333334	1.0	0.01595	0.0	0.0	0.768576666666667	0.229523333333333	0.171646666666667	0.162816666666667	0.07786	0.0063233333333333	0.02208	0.0768333333333333	0.170656666666667	0.00366	0.595573333333333	0.0	0.0	0.0054566666666666	0.233853333333333	0.0081233333333333	0.0	0.0104233333333333	0.21765	0.0	0.116883333333333	0.194243333333333	0.21765	0.04081	0.775413333333333	0.142306666666667	0.02039	0.0011733333333333	0.0	0.605436666666667	0.03909	0.24593	0.44877	0.108206666666667	0.0	1.0	0.0005699999999999	0.20072	0.149423333333333	0.0717133333333333	0.0	0.154413333333333	0.0	0.120746666666667	0.163716666666667	0.0	0.16836	0.195975403508772
Hepatocytes	0.16744	0.0	0.0	0.0002166666666666	0.0	0.14396	0.0	0.812943333333333	0.33144	0.0	0.760596666666667	1.0	1.0	0.01516	0.0245333333333333	0.0143833333333333	1.0	0.0	0.0	1.0	1.0	0.74463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0121	0.0	0.0	0.0	1.0	0.0	1.0	0.644206666666667	0.1329	0.0245333333333333	0.0	1.0	0.0	0.186433333333333	0.0121	0.95279	0.0	1.0	0.00377	0.83946	0.0	7.9999999999969e-05	0.138453333333333	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.227843333333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0023699999999999	0.0	0.0	0.0	1.0	0.0	1.0	0.00988	0.07274	0.0245333333333333	0.0	0.0	1.0	0.0	0.894823333333333	0.0	0.0	1.0	1.0	0.0844433333333333	0.0	0.0	0.0	0.02036	0.152563333333333	0.0	0.0006233333333333	0.0	0.0	0.25739273684210523
Keratinocytes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.198683333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013703614035087713
MEP	0.221756666666667	0.206873333333333	1.0	0.0580533333333333	0.0	0.114643333333333	0.151293333333333	0.0464	0.276246666666667	0.149966666666667	0.20813	0.474713333333333	0.0	0.22845	0.202556666666667	0.09862	0.13254	1.0	0.10867	0.0017033333333332	0.01983	0.0	1.0	0.09955	0.0618300000000001	0.11682	1.0	0.0014199999999999	0.0	1.0	0.0673366666666667	1.0	0.0027599999999999	0.0	1.0	0.0231033333333334	1.0	1.0	0.09366	1.0	1.0	0.0973666666666667	0.18511	0.328676666666667	0.04821	0.0	1.0	0.69654	0.01562	0.10598	1.0	0.06468	0.0484866666666667	0.0679133333333334	0.0554233333333334	0.0890566666666667	0.08625	1.0	0.01562	1.0	0.0171966666666666	1.0	0.0562866666666667	0.15491	0.809233333333333	0.0	1.0	0.0	0.00531	0.105323333333333	0.140316666666667	0.0384466666666666	0.00768	0.0677133333333333	0.0712733333333333	1.0	1.0	0.0	0.115583333333333	0.03696	0.56067	0.34152	0.145996666666667	0.0	0.0	1.0	0.0138633333333333	0.08841	1.0	0.67594	0.12769	0.188176666666667	0.0	0.0810933333333334	0.285686666666667	0.317969894736842
MPP	0.801936666666667	1.0	0.87224	0.94589	0.15032	0.14368	0.732146666666667	1.0	0.72895	1.0	1.0	0.73371	0.430383333333333	0.59843	1.0	1.0	1.0	0.64122	1.0	0.967053333333333	0.827116666666667	0.536966666666667	0.801116666666667	0.877173333333333	0.612903333333333	1.0	0.473913333333333	0.880426666666667	0.831166666666667	0.69113	0.87881	0.83034	0.766266666666667	0.52732	0.135426666666667	1.0	1.0	0.549806666666667	0.852233333333333	0.827836666666667	1.0	1.0	0.92214	1.0	1.0	1.0	1.0	1.0	1.0	0.83381	0.0281133333333333	1.0	0.842766666666667	1.0	0.17068	1.0	0.97246	0.0009266666666666	0.85734	0.789226666666667	0.70861	1.0	0.895536666666667	1.0	1.0	0.941963333333333	0.863053333333333	1.0	0.17348	0.44155	0.63597	1.0	0.668836666666667	0.839503333333333	0.94589	1.0	1.0	0.203826666666667	1.0	0.791816666666667	0.88963	1.0	0.888763333333333	0.207546666666667	1.0	0.693373333333333	0.882123333333333	1.0	1.0	0.606086666666667	0.574306666666667	1.0	0.844513333333333	0.89641	1.0	0.7963807017543861
MSC	0.0696533333333333	0.367726666666667	1.0	0.0090033333333333	0.0	0.0170933333333333	0.375706666666667	0.0	0.0	0.0	0.0095833333333333	0.0	0.0	0.0	0.00026	0.0	4.33333333332842e-05	8.33333333333242e-05	0.0	0.00153	0.0	0.0	0.0	0.0	0.0	0.0002199999999999	0.0057266666666666	0.0	0.0098399999999999	1.0	0.0	0.0	0.0	0.0	0.470316666666667	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08611	0.08611	0.0	0.388153333333333	0.0	0.0	0.0015533333333333	0.18775	2.000000000002e-05	0.0	0.0	0.0	0.0	0.339666666666667	0.820983333333333	0.0	1.0	0.0	0.29872	0.0	0.0	0.286556666666667	0.0	0.206103333333333	0.0	0.0	0.0269233333333333	0.0	0.0	0.0005666666666667	0.0008733333333332	0.253273333333333	0.0602666666666667	1.0	0.0	0.216386666666667	0.0	0.0516366666666667	0.231486666666667	0.0622166666666667	0.0	0.0011833333333333	0.429893333333333	0.0	0.0	0.353793333333333	0.57964	0.0	0.0449733333333333	0.0	0.0021299999999999	0.0	0.1195132280701754
Macrophages	0.10182	0.31545	0.0210900000000001	0.140686666666667	0.0237366666666666	0.0974033333333333	0.108636666666667	0.0757033333333333	0.03198	0.0535133333333333	0.162086666666667	0.0381566666666666	0.190766666666667	0.0012166666666666	0.0263600000000001	0.100743333333333	0.0792333333333334	0.0362166666666667	0.00029	0.0855366666666667	0.231576666666667	0.165996666666667	0.01449	0.172843333333333	1.0	0.0094233333333333	0.0	0.0566866666666667	0.0	0.12435	0.114713333333333	0.0015366666666666	0.0894566666666666	0.170363333333333	0.0	0.0489366666666666	1.0	0.0002966666666666	0.142136666666667	0.0156466666666667	0.0372	0.0620733333333333	0.0	0.0832266666666667	0.218933333333333	0.164446666666667	0.0899799999999999	0.0095366666666666	0.0263600000000001	0.0247666666666667	0.04177	0.0446466666666666	0.0072933333333333	5.33333333333497e-05	0.108636666666667	0.257066666666667	0.05872	0.0016599999999999	0.0102133333333333	0.0318833333333334	0.0	0.0185866666666666	0.0563966666666667	0.0059366666666667	0.10182	0.0	0.0003199999999999	0.0974033333333333	0.0	0.00504	0.0005566666666666	0.0415866666666667	0.114713333333333	0.0105066666666667	0.1677	0.864786666666667	0.0599066666666667	0.0062166666666666	0.03539	0.00504	0.0116866666666666	0.02961	0.0674366666666667	0.0	0.21208	0.38741	0.0002266666666667	0.0246533333333333	0.0058099999999999	0.0926266666666666	0.0002333333333333	0.0299533333333334	0.01028	0.0440333333333334	0.03322	0.09335487719298247
Macrophages M1	1.0	1.0	0.271016666666667	1.0	0.0596933333333334	1.0	1.0	1.0	0.3382	1.0	1.0	1.0	1.0	0.220616666666667	1.0	0.41901	0.65355	0.74763	0.36527	1.0	1.0	1.0	0.55545	1.0	1.0	0.886273333333333	0.0486933333333334	1.0	1.0	0.294796666666667	1.0	1.0	1.0	0.768296666666667	0.0	0.761486666666667	1.0	0.0746033333333334	0.848146666666667	0.56718	1.0	0.25602	0.2866	0.901723333333333	1.0	1.0	0.320326666666667	1.0	1.0	1.0	0.0113433333333334	1.0	1.0	0.70652	1.0	1.0	1.0	0.0	1.0	0.509916666666667	0.06076	1.0	1.0	1.0	0.740926666666667	1.0	1.0	0.0166966666666667	0.0166966666666667	1.0	0.316163333333333	0.509916666666667	1.0	1.0	1.0	1.0	0.0680033333333333	0.826036666666667	1.0	0.09026	0.693183333333333	1.0	0.679793333333333	0.413873333333333	1.0	0.848146666666667	1.0	1.0	0.00836	1.0	0.37972	1.0	0.02433	1.0	1.0	0.7322655789473688
Macrophages M2	0.0243466666666666	0.154116666666667	0.10516	0.0565233333333334	0.0001866666666666	0.15213	0.7503	0.0	0.0	0.0031099999999999	0.0	0.0010133333333333	0.0008533333333333	0.0	0.0	0.102966666666667	0.122493333333333	0.00394	0.0	0.0	0.139676666666667	0.0	0.0001866666666666	0.0075733333333333	1.0	0.0	0.0	0.0071566666666667	0.0	0.452	0.0	0.0	0.23425	0.0651133333333334	0.113106666666667	0.0	1.0	0.0	0.333033333333333	0.0	0.0	0.12153	0.0	0.04853	0.0119466666666667	0.0243466666666666	0.08774	0.0	0.0	0.0	0.18682	0.0	0.0	0.0	0.00949	0.276666666666667	0.04126	0.0199066666666666	0.0	0.0293566666666667	0.0	0.0	0.0004499999999999	0.0	0.0408866666666666	0.0	0.0	0.0005766666666666	0.0	0.0	0.0	0.0227466666666667	0.02612	0.0	0.0	0.481636666666667	0.348983333333333	0.0	0.0041233333333333	0.0071566666666667	0.0061766666666667	0.0	0.197216666666667	0.0	0.0	0.28681	0.0	0.0103233333333334	0.04621	0.140516666666667	0.0	0.0	0.00148	0.0891033333333333	0.0	0.07786680701754385
Mast cells	0.0	0.0	0.0	0.0	0.475046666666667	0.0	0.0	0.987353333333333	0.0	0.0	0.0	0.0	0.0070166666666666	0.0	0.0	0.664616666666667	0.0	0.0	0.0	0.0	0.0	0.0038966666666666	0.0	0.0	0.00753	0.0702533333333333	0.0	0.0	0.109523333333333	0.0	0.0	0.0009	0.0	0.0651233333333333	0.0	0.0	0.0	0.0	0.0078333333333333	0.0	0.0087166666666667	0.0	0.0	0.0	0.0	0.0202566666666667	0.0054999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0012633333333332	0.0	0.0	0.0	0.102983333333333	0.0007899999999999	0.0	0.0025466666666667	0.0	0.0	0.0	0.0017533333333333	0.0007899999999999	0.0	1.0	0.02758	0.0	0.0	0.0651233333333333	0.0	0.0	0.0	0.0052766666666667	6.66666666671034e-06	0.0662666666666667	0.0141	0.0	0.0	0.0137	0.0	0.00072	0.0	0.0	0.0006399999999999	0.0	0.0	0.0	0.0	0.00151	0.769363333333333	0.0029766666666666	0.0	0.04748375438596489
Megakaryocytes	0.0393866666666667	0.0672766666666667	0.0339233333333333	0.301473333333333	1.0	0.08751	0.0948533333333333	0.871853333333333	0.0930733333333333	0.0571533333333333	0.183313333333333	0.0507066666666667	0.310963333333333	0.0415333333333333	0.183313333333333	0.0147333333333334	0.0632466666666667	0.0161533333333334	0.154623333333333	0.648286666666667	0.138666666666667	1.0	0.0276366666666666	0.01113	0.432186666666667	0.47699	0.05401	0.117563333333333	0.09	0.37851	0.27896	0.0293733333333334	0.384716666666667	1.0	0.27513	0.112406666666667	0.0420233333333333	0.0894866666666667	0.282706666666667	0.128336666666667	0.0398233333333333	0.0002966666666666	0.0267833333333334	0.0825266666666666	1.0	0.368393333333333	0.0476666666666666	0.0	0.320826666666667	0.0184933333333334	0.224813333333333	0.55816	0.0076933333333333	0.17002	0.26267	0.20359	0.322286666666667	0.1769	0.466846666666667	0.148173333333333	0.106883333333333	0.0406	0.0259233333333333	0.20685	0.0571533333333333	0.0652066666666666	0.0925333333333334	1.0	0.35639	0.455186666666667	0.0820466666666667	0.419216666666667	0.446916666666667	0.0192266666666666	0.40641	0.0401066666666666	0.0220866666666667	0.69604	0.616743333333333	0.0011866666666666	1.0	0.0476666666666666	0.0905	0.727183333333333	0.497056666666667	0.366876666666667	0.438773333333333	0.73282	0.0	0.149636666666667	0.0395833333333333	0.0948533333333333	1.0	0.446916666666667	0.178666666666667	0.2639622456140351
Melanocytes	0.00063	0.0401766666666666	0.755023333333333	0.0	0.148236666666667	0.0090933333333332	0.0	0.05008	0.245103333333333	0.0	0.0	0.310146666666667	0.233896666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08746	0.0	0.0117533333333333	0.0003999999999999	0.213056666666667	0.0	0.0	0.288966666666667	0.00588	0.0	0.0	0.0170866666666667	0.0	0.890376666666667	0.0	0.0	0.0	0.764493333333333	0.664656666666667	0.0	0.0	0.0	0.0	0.0330233333333333	0.0592266666666666	0.0159966666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0430866666666667	0.0	0.0928866666666667	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0580233333333333	0.0	0.0	0.44044	0.09492	0.0148200000000001	0.0	0.372756666666667	0.100886666666667	0.0	0.0112833333333333	1.0	0.0	0.0	0.0	0.0910766666666667	1.0	0.0	0.0	0.0	0.0018	0.0	0.0	0.0	0.0	0.05565	0.0	0.0	0.0970778245614035
Memory B-cells	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0469633333333334	1.0	1.0	1.0	1.0	1.0	0.42382	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9628503508771931
Mesangial cells	0.135896666666667	0.0	0.0	0.0	0.0	0.00644	0.0	0.0	0.0033633333333333	0.0	0.0	0.0	0.0151933333333333	0.173023333333333	0.0	0.0	0.0	1.33333333333097e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011	0.0921033333333333	0.0823166666666667	0.0	0.0	0.0	0.00536	0.329116666666667	0.0	0.0090566666666667	0.0	0.00148	0.0	0.00011	0.0	1.0	0.0900233333333333	0.0	0.0249466666666667	2.33333333333752e-05	0.0	0.00644	0.191113333333333	0.0215066666666667	0.0	0.0	1.0	0.0	0.0116866666666666	0.00014	0.0	0.0	0.513446666666667	0.0	0.110043333333333	0.0	1.0	0.00014	0.0	0.0175266666666667	0.0	0.0	0.00011	0.0025699999999999	0.01065	2.33333333333752e-05	0.0	0.0	0.0649333333333333	0.0	0.0	0.0202266666666666	0.0	1.0	0.0	0.0	0.0	1.0	0.0033633333333333	2.000000000002e-05	0.0	0.0082733333333333	0.0	0.0	2.000000000002e-05	0.0080066666666667	0.0	0.0	0.0	0.08377701754385966
Monocytes	1.0	1.0	0.52788	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.534023333333333	1.0	1.0	0.592006666666667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.804003333333333	1.0	1.0	1.0	1.0	1.0	0.32111	1.0	1.0	1.0	0.432796666666667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.209933333333333	1.0	1.0	0.505126666666667	1.0	1.0	1.0	0.9571250526315789
Myocytes	0.0	0.0	0.448763333333333	0.0829800000000001	1.0	0.237116666666667	0.0	0.0	1.0	0.738723333333333	0.495866666666667	0.738723333333333	1.0	1.0	1.0	1.0	1.0	0.817183333333333	0.476426666666667	1.0	0.207743333333333	1.0	0.325913333333333	0.220136666666667	1.0	1.0	1.0	0.6383	0.0	1.0	0.367353333333333	0.0026866666666666	0.0	1.0	1.0	1.0	1.0	1.0	0.914006666666667	0.09797	0.88627	1.0	0.16332	1.0	0.389866666666667	1.0	1.0	0.41472	1.0	0.0115666666666666	1.0	0.790633333333333	0.0373533333333333	0.0195466666666667	0.0244366666666667	1.0	0.0	1.0	1.0	0.06634	1.0	0.0	0.101066666666667	0.954283333333333	1.0	1.0	0.141803333333333	1.0	1.0	0.288886666666667	0.0	1.0	0.121486666666667	0.0211866666666667	0.0	0.178596666666667	0.65016	1.0	0.228563333333333	1.0	1.0	0.23274	1.0	1.0	0.0211866666666667	0.332413333333333	1.0	0.132273333333333	1.0	0.0	1.0	0.38216	1.0	0.486006666666667	0.65016	0.5951254736842104
NK cells	0.413903333333333	0.536393333333333	0.436446666666667	1.0	1.0	0.783653333333333	0.69101	1.0	1.0	1.0	1.0	0.799753333333333	1.0	1.0	0.910626666666667	1.0	0.844373333333333	0.814763333333333	0.622733333333333	1.0	0.818603333333333	1.0	1.0	0.737923333333333	1.0	1.0	0.53305	1.0	0.345633333333333	1.0	1.0	1.0	0.584766666666667	1.0	0.373253333333333	0.65296	0.794383333333333	0.616033333333333	1.0	0.423563333333333	0.60801	1.0	0.82636	0.955436666666667	0.662943333333333	1.0	1.0	0.587356666666667	0.78707	0.56211	0.8657	1.0	0.543616666666667	0.564663333333333	0.460763333333333	0.814763333333333	0.302803333333333	1.0	1.0	0.369733333333333	1.0	1.0	0.948293333333333	1.0	0.82051	1.0	0.72352	1.0	1.0	1.0	0.188013333333333	1.0	1.0	0.45552	0.408176666666667	1.0	0.475743333333333	1.0	0.499636666666667	0.470413333333333	1.0	1.0	1.0	1.0	0.82445	0.387753333333333	1.0	0.375176666666667	0.588583333333333	0.31714	1.0	1.0	1.0	0.59635	1.0	0.7970993333333329
